####### 2022/06/22 ~ 2025/05/30 #######
# 僅移除重複字串
# https://www.facebook.com/groups/1141798046611751/user/100001471821039/
香港Web3.0 m.qgqhbv.cc
Bdswiss bdswisstjv.com
BMO www.xcnivfg.com
BN wreus bnwreuscjs.com
CoinFLEX flexmyb.com
INSTA www.instermsyte.com
Shop購物網 tw7.joom.ooo
Speed speedfh.com
UBP TWN vxmpe.com/al8l
崇仁交易精靈 www.xliouy.com
景宜 www.siidlo.com
裕陽投資 app.untdp.top/untdp
遠智證券 www.yuanchih.info
德鑫e點通 www.nbkfjgi.com
贏勝通 www.nmaiouif.com
BFKHJ www.bfkhj.life
BitMex http://d.bitmvtfrds.top
BMD bmdtrh.com
COINGREW h5.coingrew.com
ComethSwap www.comethdcy.com
eBay www.ebay-offi-cial.com
Fastex fastexdvd.com
Gate.io www.gatee099.com
HoBito trx.hobito.top
Lazada lazada.dnysc.vip
MTOOEX app.qianxz217.xyz/jpwV
Open Exchange opnxdex.com
Opensea opensrev.com
Service Center operationala.regenerationje.com
Starbucks www.starbucksvipmoneyaward.com
START RADER startrader5.tw
Tether www.tethermwg.com
ZENEX www.zenexl.com
泰盛 app.cjloisw.com
誠實 app.yuwhs.com
1號會員店 ebyss.jwmvcuay.com/vvqqgku0
AEGON mex.aegonxytip.com
Ai Network host.ainetmnb.com
AI-Artificial Intelligence warriorxs.com
Alibaba Group www.tmao121.xyz
Animoca www.animocajvd.com
BNFGK www.bnfgk.shop
BTSEX btsedex.app
ClickWin click-win.club
Coinone m.coinone-co.com
Coinsbit www.coinsitcrw.com
CTIIACFTE bi.jiklwj.buzz
DYPLUS www.dyplustrb.com
Eecoins eaiphf777.cyou
Egcoin a.egcoinsx.com
FameEX fameex.exchangestw.com
Freeport opg.freeportmtr.com
GTJLZ www.gtjlz.site
IntraMirror intramirror-031.top
Moscow Exchange www.moscowrht.com
Newgeneration4now www.newgeneration4now.site
OANDA pc.oandaltd.cc
Online sales www.online-sales.cyou
PICO www.breakoutxc.com
SUI www.suipessw.com
SuperStar superfinancx.com
TMX waa.marketvji.com
VIAHTGOGO www.viahtgogouf.com
Wayfair www.way-fair.vip
太合投資 www.onuvn.top/kjhek
永源 www.njbgihid.com
石橋證券 www.stonebridge.app
沐笙 zoasdoogk.com
迅捷 www.jorssx.com
虎躍國際 www.yrtydhcbcb.com
美高梅（MGM、MCM） xpj168.xyz
英皇國際 yh22222.xyz
第一證券 www.tvxgo.com
富士金業外匯交易所 fujibullion.net
量石資本 www.colsuy.com
新社投顧 www.xvnhuhfhh.com
德勤-Por www.digefa.top/kjhek
黌達 www.hfitur.top/kjhek
11Streetshop 11streetthy.com
Ally Invest www.ropsfp.xyz
ANKR www.ankryse.com
Atles Mall wap.atlnes.com
BIT bitsvp.com
Bitget www.bitmlk.com
Bitrefill bitrefill.q58ph5.icu
Bitstamp bsenmkvyz.com
BitToro www.bittorowox.com
Boniry boniry-pro.top
Buyee www.buyee.store
Bydefi bydfi.club
CAMEL www.camelcrc.com
Christian mhneome.mibrew.buzz
CoinDCX coindcxbcv.com
Coinsbee coinsbee.q58ph5.icu
Costco www.alnucostco.com
CryptoGro www.cryptagros.vip
Cryptolotto cryptolotto-defi.xyz
DeXe dexecoinygfch.buzz
DHL 88wkyfjrk-sg.vip
DXD www.dxddnc.vip
DZ得正娛樂城 dz57.com.tw
ETH-Mining king-erc.com
Evelve m.evelve.com
EVO www.evocoin.top
Fruugo www.fruugolet.shop
FXCM www.mveng.shop
GDAC www.gdacexx.com
GMI www.wp.szzc77.com
Hashflow www.hashsnw.com
HoBitCion www.hobitcion.com
iClick iclick.team
IMX www.imxmjn.com
JASDEC jasdecceh.com
Jison win.jisonxse.com
Kingtrade www.zmlvjidh.xyz
KITCO金拓 kitcoasia.ink
Kodin Trade MT www.kodwoldin.com
Kraken www.kakenmfr.com
Kryptos-x suhs888.rurusuzu.buzz
Kucdeal app.kucdeal-global.com
Wshop wshopasia.com
抖音公益 www.douyin158.com
ComethSwap www.comethuvd.com
Newgeneration4now newgeneration4now.shop
XTZ xtzant.com
和鑫 www.dnfjndfk.com
Eecoins www.eecoins.com
Obt Shop www.obtshop.world
黌達 www.hujsrz.top/kjhek
長欣 www.quslba.top/kjhek
派託（Paituo） www.uvpionex.com
YEB PRO www.yeb.mkljid.com
BNRGK www.bnrgk.shop
Avalanche avalanidc.com
海淘內部營銷平台 www.kpyt9b.top
國喬 app.xingefgvjhb.com
Bitfinex bitfinexweb.com
OPS www.opsvnut.com
勝凱國際 app.piervp.com
上傑投資 app.bhpfst.top/bhpfst
上傑投資股份有限公司 sjtzs.tw
Miracle miraclerfs.com
大展贏家 www.fjhvxw.top
Fiat bti5566.com
Mitrade台灣交易所 tbwwb.top
BitToro bittorowox.com
Private Asset www.privatece1.tw
中信證券 n.sciticzxweb.com
當當 asia.dangdengtwn.shop
AXEX dolo.axexxvip.com
Freeport opg.freeportm.com
FRFX user.flourisifx.com
MOMO www.momoshopspp.com
心達國際 www.xtvca.top/kjhek
福勝 www.aiowuxv.xyz
臺灣期貨交易所 tw6988.top
日盛 www.zldfkjkog.com
REVA LINK reva8.com
AMM trust-amm.com
AntMall www.antmallit.com
世紀佳緣 whh0uuu9u.com
摩根大通（摩根史坦利、JP Morgan、Morgan Stanley） bfasecurities.info
Decred Gpt decredke.com
Chainalysis www.filecoincrq.com
永利皇宮 tw569.com
AI-Artificial Intelligence warriorxg.com
JPEX jpex-exchange.com
永明 app.fxxvyo.com
Bitlish www.blishap.com
DHC CAPITAL dhcmar.com
Screrth Sncctpy www.screrthsnc.com
永豐金投 www.yoljt.com
BAC bak7749.com
SIG www.sighy.com
太阳城集团 m.sc22.cc
FXBit www.fxbit.com
StarExchange starexchangeq.com
bitvavtios bitvavtios.co
Shortny www.rtt69.xyz
currencyweb www.mlchk86.com
ETHFINANCE etherfaqs.com
ntradaytradingest www.crypto-intradaytradingest.com
NETDCEX Global www.netdcx.com
Cucfc h5.cu-cfca.com
patricia vesely patriciavesely.info
boptio boptio.online
boptio Boleen.click
DC site.dcgopaly.com
Iceland icelandmarts.com
GDS www.osigqwters.com
yeixz app.yeixz.com
英皇國際 www.yh26789.xyz
CS-Coin www.cscoinubf.com
佳群投資 www.financialmkf.com
pfizer辉瑞 pfe01.com
twyuemogold私密交友約會平臺 www.twyuemogold.com
BITK bitk-eth.fyi
全球娛樂World Wide www.worldwidekv.com
iNSTA tiger8888.instermaye.com
unity uni.whatil.top
Sank www.sankshop.ltd
Eshop-tw eshop-tw.co
遊戲储值交易網 www.i7391tw.com
Amazon官方授權網路交易合作第三方擔保服務平臺 www.amazon-official.com
DODO PRO m.dodoweb3ai.com/
中國華潤China Resources d2h0yxhlh75xmn.cloudfront.net
DoexBit www.doexbit.com
Digital app.sopdloe.com
MFP www.mfpijd.com
崇仁交易精靈 www.ndkis.com
股達寶 www.weyutrgf.com
ETX Capital www.etxcapitalhuvs.com
HoBito uni.hobito.top
IEX國際企業電商 kkloginstoreapple.com
Camtek www.camteke.com
台股財源廣進 vip.cm2c89.com
GDS www.osigitlous.com
PAXOS www.paxosest.com
Uphold upholdero.com
普誠 app.ljsqma.top/ljsqma
華瑋投資 app.hzwgs.top/hzwgs
Gleneagle gleneagleatv.com
贏勝通 www.slkffgjh.com
安智金融 www.xncmhsfu.com
SOLAR ho.mosolarhas.buzz
BitTrade bitfvko.com
eBay www.ebay-official.com
BCKHJ www.bfkhj.site
BN Wredo www.bnwrederik.com
ATGMY tsgtw.atgmymax.site
Screrth Sncctp www.screrthsnr.com
Shopee蝦皮購物 shopeeseller.vip
知微 www.yosjlo.com
瑞泰投資 app.cvbbri.com
FPS zq.mytrfpsil.top
千興 www.wopaoudg.com
CoinDCX coindcxdcd.com
DYPLUS www.dyplusyrj.com
Kryptos-x piq99.wsdua.buzz
誠實 www.dhiwyr.com
BitoPro vip.bitopro.tw
Axon Markets axonivf.com
太合投資 app.ndilbn.top/ndilbn
Alvexo alvexocdv.com
合遠國際 www.esiyufhj.com
澤晟資產 app.copslln.com
SouqShopp app.souqshopp.com
BCR cfds1.chnthebcr.shop
天貓（阿里巴巴、Tmall、Time Square、Ttmall、Meta Universe） alfamatica.com
GHOSXB ghosxb.com
Costco www.costcoamry.com
加百列 www.xkiao.com
VIAHTGOGO viahtgogofjb.com
DYADIC www.dyadicx.com
ZENEX www.zenexcr.com
SCHI agencyoj.com
晟益 app.tlzbyypo.com
華碩 app.rpisyn.com
BainPro bainpro.top
Haitao www.haitaoktb.com
Bitonic Bitonicjv.com
HNGKF www.hngkf.shop
Bitrue kcoindropcatch.com
澳門金沙 wap.oyppse.com
太陽城（Sun City） wap.js19888.com
itBit www.ccipiterverga.com
BFKHJ www.bfkhj.store
BitVenus www.bitvenus-fs.cc
KO www.kokoubs.vip
ET svip719.com
Kraken www.kakenzmz.com
無人機UAV tw76.sssuav.com
Fox Global www.foxglobal.business
BitMart www.bkexcrs.com
Pretty購物 www.ptyhlkd-my.com
大發國際 www.yolisg.com
Amundi www.aidhscwyh5.com
永鑫投資 www.lopsxi.com
RJVCN www.rjvcn.shop
BIT Exchange www.biteyusus.com
11Streetshop 11streetthx.com
家樂福（Carrefour） www.carrfurnergrio.com
TIFFIN trade8.tiffinsute.com
CoinFLEX www.flexjir.com
Trust www.ratjkq.com
Felixo felixoth.com
Firstrade www.osgrdy.top
BITK bitk-eth.info
WEEX www.weexotc.top
農夫山泉 www.nfsqjyzx.com
Woodmart pecgw2.com
YUAN RONG whh.golduvc.com
FXCM thines.xyz
鴻典 app.hpqgqr.top/hpqgqr
ZILLIQA zilliqacdv.com
騰訊QQ www.yarymzh.cn
上海期貨交易所 www.shqh068.com
XWBIG www.xwbig.store
Bitget www.bitgetzc.com
Gate.io www.gatee127.com
HKEX www.zghk5888ex.com
Online sales online-sales.buzz
RATS www.ratsib.com
Shop購物網 tw9.joom.ooo
金曜投資 app.yopisd.com
CME coinme460.cc
Exchange www.aipplay.com
順泰投資 app.scyjlf.top/scyjlf
CoinBase www.coinbasenews.com
Best Buy bestbuy1.org
AMG Mall www.amgmall.net
Ebonex 202101211623.cheaps.cn/vibbs7n.html
Starbucks www.starbucksvipcashbacking.com
紅福 www.dskijgf.com
Super Shop www.shopsupre.com
博樂信用網 www.bl528.net
T&D www.tdmede.icu
福冠 www.bsqyly.top/kjhek
選舉行情獲利計畫直播平台 www.aheuigj.com
Telfor Mall telfor1.shop
GMALL內部營銷平台 www.gbesmart.xyz
TEZOS www.tezosyst.com
任遠 m.mezen.top
KITCO金拓 www.kcamoasia.com
TikTok Mall（TikTok購物商城） www.tkzhmshop.com
京東國際 jdagty.cc
Haorui Transacti www.haoruigud.com
OANDA www.brenttime.top
TMX waa.marketrwq.com
海外樂購 kimheenim.com
BIYAP h5.biyap.top
UEEx www.ueex-top.com
Bitstamp d.bistampkxzm.top
UFJ www.jiosifsy.com
Firewoods firewoodsus.com
Uniswape（Uniswap） rieuni.icu
ProEX www.proex.cc
Upbit apk1.upbitw.com
Quidex quidax.app
Coinsbit www.coinzqe.com
Advanzia download.advanziaex.org
Blofindex blofindex.xyz
Vechain www.vechains.cc
Get4Seed www.get4seed.store
寶管家 www.gsjuy.xyz
KXHJ www.kxhj.online
Screrth Sncctpy  screrthsnc.com
BMD bmdrgr.com
Helioj EXchange www.heliojin.com
MTOOEX www.mtooexr.com
輝利 trade.poenins.com
DDEx ddespro.com
永鑫投資 www.xbzjkfua.com
Decred Gpt dgpbuck.com
VGP www.vgppex.com
DHC CAPITAL www.dhcord.com
Vipotor crm.vipgtrader.com
宇凡 zxnigouo.com
Vm Markets Ltd www.thickguibao.com
Coinsbit www.coinzmj.com
VSMLMC Trade MT www.yshxforex.com
Dige Shopping h5.digeshopping.com
東方證券 dfzq892.net
HKSCC hksccbrj.com
Ksei www.cblcytb.com
拼多多 tw.pinddh.com
美林證券 www.skazao.top/kjhek
飛書逸途 sinoclick.vip
LCNY lcnycoinn.com
泰盛國際 www.vsxfp.com
Bitonic www.bitonicjv.com
HNJKF www.hnjkf.xyz
啟程 www.qhjxld.top/kjhek
AEGON bored.aegonxip.com
崇仁智慧精靈 app.wsaxc.com
XWBIG www.xwbig.xyz
OEX www.oecvvsi.vip
Yahoo購物 www.yahiie.com
Hashflow www.hashsnf.com
博龍 download.futuretrade.top
Yuan Rong goldfet.com
ZENEX www.zenexg.com
惠理高息 www.qiuoyt.com
Alcoans elf.alcotuytye.com
華為商城 vmalltws.com
ZWTXT www.zwtet.store
Bitvenus www.bitvenzn.com
大展贏家 app.pncmba.top/pncmba
INSTA bluesky.instermaye.com
Bitrefill 4pt2yy.eth.limo
LIVEPEER acquisition.livepers.com
Pretty購物 www.ptybgzq-my.com
天聯資本 www.xscsov.com
新葡京娛樂城 xpj53799.com
FineBox finexbox.finance
太陽城娛樂 m.wmtiktok.xyz
Finehill finehillsheritage.com
MATIC www.maticaxz.com
鉅城娛樂城 www.ofa277.net
Cryptogro www.cryptagrbt.vip
嘉盛外匯（Global PayMents） www.js09111.com
MAYWCT www.maywctyr.com
MetaMask h5.secondarymarket.top
Quidax quidax.finance
世鼎 www.sd21255.com
Bitbli www.bitbli-pro.cc
德鑫資訊 www.dexinz.com
Brasken www.brauiytra.com
REE download.reedexc.com
BMAT Group bmatex.com
ComethSwap www.comethibf.com
寶管家 www.qnioa.com
Gmarket zh.aliexp-shop.vip
XM www.htbyc.com
BUY TRADE EARN & nada611.com
OKB OKX & OKKING www.okbnuev.com
Featured Alliance h5.iunisshop.com
Innovation Energy IE派單 operationalc.regenerationef.com
PulseX basker.cyou
ebay world www.ebay-world.world
CryptoGro www.cryptagbt.vip
PoPMaxCrypto popmaxcrypto.tw
申通易購 stoshopmall.com
CS-Coin www.csoins-tw.com
8Eightcap Pty Ltd www.osptcap.com
Frost Credit Bank, Loans instae.shangahfin.online
ZENEX www.zenexoc.com
DIDITAL DISTRIBUTION kj.tedakin.net
國際反詐騙律師事務所 ddb99.com
Rfvcn www.rfvcn.xyz
找個窩 ftyest.tr14iu.com/7dnmi
Global Shopping | CMS walmartcmsbuyx.com
晟益 app.fshenger.com
托克國際 www.hutigrnewo.com
NWalden celufa.tiffinse.com
智能投資平台 wmm.marketrwq.com
永利娛樂城 yongli-wins.cc
DENTONS大成律師事務所 dentons-sg.com
dex dex-dydx.net
敦煌 dohuey.com
Braskem www.brauisuya.com
Kinnek www.kinnek.me
Hydax hydaxfirm.com
ARAMEX aramaxpue.com
MATT www.mattd.cc
MATT www.mattd.club
Telfor Mall ejonir.shop
Telfor Mall ejonir.shopping
bitix www.bitix.net
景宜 www.xvmsh.com
Moscow Exchange www.moscowoik.com
Pionex www.poitoponeex.com
BNWGK www.bnwgk.online
XTB www.xtbcdi.com
DYPLUS dyplusdbr.com
MFP www.mfprnb.com
ETX Capital etxcapitalhncs.com
FPS ho.huohuhaha.top
第一證券 app.fvkbtb.top/fvkbtb
日暉 www.cvjhz.com
IEX國際企業電商 ssdogoodiexonelinegg.com
宇宏 www.hsajkgfgb.com
Felixo www.felixorv.com
Woodmart www.woojuree.com
GDS www.osiguertiops.com
RAVCN www.ravcn.shop
心達國際投資 www.acafae.top/kjhek
簡單soho money88.ezsohomax.site
Animoca animocaduv.com
黌達 www.htlqvq.top/kjhek
潤盈 app.guooifi.com
嘉信投信 app.logfw.top/logfw
TIFFIN apex5210.tiffinsute.com
GTJLZ www.gtjlz.online
集誠資本 app.fopicvz.com
AI-Artificial Intelligence warrioroz.com
德鑫e點通 www.yisdjd.com
Fantom www.fantomrgn.com
Gleneagle www.gleneaglehbh.com
TRCOEX www.trcoexau.com
Costco www.ukibacostco.com
集誠 www.tioslo.com
LEO www.leomaf.com
裕杰投資 app.sxcvos.com
Speed speedfr.com
HoBito vip.hobito.top
兆皇投資 app.zhozux.top/zhozux
IMX www.imxmxvip.com
全球娛樂 worldwidegt.com
量石資本 app.uopefo.com
UBP TWN k7nxs.com/AL8l
BitMex www.biebstmex.com
Aiyfpro www.aiyfpror.com
MTOOEX www.mtooexab.com
BCKHJ www.bfkhj.fyi
Service Center forthbekk.com
Shopee蝦皮購物 app.3c71qebjustcqjwx70xx.cc
Gmall-tw www.gmall-tw.xyz
連碩 www.lssefi.com
達正 www.nsiugugd.com
Cryptodfmeta cs.syahsk.com
HotCoin www.hotcoinsg.com
HOTEL eawoyycom.com
BITSO 2eb0.site
億展 www.ysuoi.com
虎躍國際 www.ferfqdv.xyz
Kraken www.kakenyqs.com
LIRUNEX PRO www.lirunpsiuvb.com
BMD www.bmdrgr.com
Ai Network host.ainetwomnb.com
AXEX www.aexax.com
中信投資 s.webstibons.com
OKOK-BUY www.okoks-buy.com
BIT Exchange www.biteyuaur.com
BOQ m.boqvip.cc
Precision instrument chip crystalchipstip.com
Shopping Central shopingcentrale.shop
美國那斯達克交易所（Nasdaq） vipnasdaq.top
Speed Trade www.speedrhg.com
Duobitx duobitx.com
START RADER www.startrader3.tw
普誠 www.rtcphx.top/kjhek
Tether www.tetheropq.com
Alvexo www.alvexocdv.com
CoinBase www.ser-groups.com
集富 ejjyr.cdvnmt03.com/cc2kl697
TikTok Shop www.tikkvip3tok.cc
Trust www.ratysp.com
WayFair www.wfmall.online
遠智證券 www.yuanzhivip.life
AAVE www.aavvefinancer.com
Foxblt foxbltbd.com
鴻典 app.mgxbby.top/mgxbby
Amazon www.amazon5236.top
G.C www.gconlineshop.club
Haitao www.albbsh311.com
PZcoin m.pzcoins.org
急速彩票 horse.ezsohomax.xyz
Boniry www.boniry258n.vip
RONL derivativesod.com
Intramirror intramirror-061.top
易購 ygoshps.com
SCHI agencyoz.com
Bitspay bitspaynbi.com
Sendo www.sendo.tw
CAMEL camelhyer.com
Flipkart www.flllkart7.xyz
Shop Denise www.shopusy.com
交易平台 www.souhu86.com
快手小店 kwainle.com
Shope蝦皮購物 shoptwq.com
ARES www.arestn.com
HFM hfmoq.com
HTFX m.htfxstops.com
DODO Pro m.dodoai.pro
Sierra sierratr.com
富盛 app.fsnjuv.top/fsnjuv
SlimTransfer5 www.godfxtech.com
華強北跨境批發網 www.huaqiangw.shop
Carousell h5.xahk.net
Fastex fastexvob.com
Christian mhneome.ysrws.buzz
Squared Financial financialkvf.com
CME www.coinme459.cc
永鑫 app.yeusip.com
Agba down.agbarnse.com
DEX dex-tz.com
DIGBIC www.bigbich5.xyz
SuperStar superstarxw.com
亞盛 yashength.com
東森購物 www.pyrxc.com
Telfor Mall telforshop.top
Kepin krd.kepinytb.com
Tgkuvsa a.tgkuvape.com
OANDA icmarkets-forex.net
THA娛樂城 tx.seb131.net
盛盟 app.kisoot.com
KITCO金拓 kcamoasia.com
CoinFLEX flexjir.com
DXD www.dxddnb.vip
Eshop-tw eshop-tw.fun
TKB ff.a08.icu/gfmzvu
Opensea opensgvr.com
Bitget www.bitlkq.com
Coingrew app.yyapp88.top/4raubu
Treasure ojvcd.treasuremaxs.fun
聖淘沙 www.sentosa5.xyz
Principal xahk.net
QCM m.mcqappex.com
CoinKool coinkool.io
Rafter www.raca-ex.com
UBS www.ubs-cc.com
Raribblecraft www.raribblecraft.com
D.H www.dhdarkivi.com
天貓國際 www.tmall6113.vip
FtExchange www.coinftexchange.com
日茂證券 www.vvsled.top
Stellar www.stellarcdv.com
Giant-shoping giant-shopingtw.com
SuperStar superstarxd.com
Target Mall targetmall.tv
Good播 abroad-h5.365feicui.com
GS trader.graysfx.com
Temaket Information Limited pc.tg-maketss.cc
Tesco Exchange www.gff98112.com
Tether www.tethermwt.com
GTJLZ www.gtjlz.fyi
DEX dex-sk.com
Basefex basefex.xyz
Alcoans ava.alcotuyt.com
TikTok Shop www.tiktokliveshop.vip
Digital Asset www.digiezy.com
唯品會 tw.vipkea.com
DMMSHOP dmmshops.com
啟程 www.qzcvqk.top/kjhek
國際碳排放權交易中心 tangjung.vip
U.S Bank crypto.usbankex.com
HEPOJX h5.hepojx-coin.com
UBP（瑞士瑞聯） dik56rt.xyz/2DIT.app
凱友 opesdc.com
Dronenerds 15.sssuav.com
Bitlish www.blishs.com
HKSCC hksccivm.com
EC Markets www.ecforexfxs.com
華經資本 app.eyuuioss.com
HXEX www.lhhxexxvip.com
EGcoin a.egcoinx.com
IMC-MAX www.imcmax.com
EHA國際醫療整形機構 www.eha-am.com
瑞泰 www.tteugfdjjg.xyz
誠實投資 www.gjhgjre.com
Ethereum dappapp.world
鼎盛投資 www.dsgjtzgl.com
聚佳優品匯 jujia766.xyz
Woodmart www.jureer.com
遠智證券 download.yuanzhivip.life
X Binance x-binance.com
億昇 app.tongxp.com
BitMart www.bkexcro.com
Jison www0.jisonx.com
XM trader.xm-jp.com
EXNESJXC tpyca.exnesjxcsr.com
優選賣場 h5.uxshope.com
Alibaba Group www.tmao818.xyz
鴻運當頭vip高階班 vip.cam923.com
羅賓漢 www.dnua5.com
耀輝 vipdiyip.com
Rfvcn www.rfvcn.online
牛顿web3 newtonvip.com
CEXPRO cex-us.com
X-Bingx xbingox.com
WASM defi.wasmtradc.com
DYDX dydxvip.com
Magora magoravip.xyz
COINW coinwbtw.com
COINW coinwsw.com
COINW coinwfb.com
herf.li lnterac-securedeposlt-aiert.com
GLAMOUR GALORE ggalore.fastshoppinggame.com
PAXOS TRADING paxosig.com
citi world citiworld.top
AIFX flipkart.imfx.me
BitsBounty bitsbounty.com
New World Exchange web.nwenwe.com
Socium Media www.sociummedia.com
dex dex-d.org
dex dappswap.top
Global Shares: Equity Management Provider www.globalshares.com
tourbase www.tourbase.online
WM Casino 2688win.net
JetSetGo tw-jetsetgo.pro
GVD Markets www.twgvdmarkets.com
亨達金融（HanTec、HDJR Forex） hdjrforextw.com
ComethSwap comethdvd.com
Ai Network htps.ainetwomnb.com
Lena Mall moreymall.com
Helioj EXchange www.heliojpro.com
Zalando www.zalando-market.com
MetaTrader 5 user.amtopleadfx.net
Costco www.tomnucostco.com
Mitrade tbwwpm.top
HKD www.hkdmzpq.top
相戀 hhhtta.info
Bitspay bitspaye.com
NADEX nadexvip888.com
ZLTQT www.zltqt.online
DrcFX members.drcfx.com
HKEX zghk6669ex.com
高盛證券 www.sachtips.top
ZWTQT www.zwtqt.online
Nwalden www.nwalouyse.com
富士金業外匯交易所 fujibullion.vip
上傑投資股份有限公司 sjtz.tw
華強北跨境批發網 www.hqbw.shop
大發國際 www.xbvncmjdu.com
Orsted www.orsted-ac.com
小紅書 xhsofficial.com
中發證券 freddystock.com
集富 wap.jifu1688.com
天貓（阿里巴巴、Tmall、Time Square、Ttmall、Meta Universe） tmallshtw.com
太和投資 app.gboukm.top/gboukm
EDX grid.circce.top
心達國際投資 www.cefgqp.top/kjhek
新葡京娛樂城 m.6152262.com
滙豐 www.zrmlad.top/zrmlad
世紀佳緣 wwwwxyw.com:30340
Pretty購物 www.prettyahzq-my.com
幣競 www.wtf5678.com
台股財源廣進 vip.cieiu44.com
臺灣期貨交易所 a.qh6118.com
台灣大眾商品交易所 twbtn.top
領峰貴金屬 igold168.vip
Quick Market www.quick-supermarket.top
樂購 chinesemedal.com
Crypto cryptoyzv.com
永恆 app.yoqayb.top/yoqayb
澳門威尼斯人 a.vnsr1690.vip
永源 www.vsfhuihb.com
Binance TR www.binancetr-otc.com
CRYPTOGRO www.cryptagrou.vip
簡單SOHO money88.ezsohomax.online
交易平台 www.youxiwang888.com
AdenMarkets m.aemdenfex.com
BitKon www.bitkonvip.xyz
OKB okbnue.com
felixouib felixouib.com
Bebula DY www.bebulady.com
407ETR payments-407etr.com
Evelve evelup.com
ETX Capital etxcapitalibr.com
Prosinex prosinex.com
BeeHumb www.beehumb.com
ikranrapidfx ikranrapidfx.com
whalekoins whalekoins.com
Krisshop Hour Deals awishstore.shop
NanobitUS nanobit-us.net
NanobitUS nanobit-us.com/
BITCOIN REFUND refunder.plastbtc.site
Y&C Financial Investment www.ycsa7.com
Warrior warriorod.com
NerdFightBack nerdfightback.com
ExtremeTechnology www.extremetechnology.live
Vechain www.vechains.co
Paribu download.paribuex.vip
Bithumb www.bglobalumb.com
Vertex Global  vertexglobal.org
Apex globe assets apexglobeassets.com
Tether Wave Pro tetherwavepro.com
BitrueHello bitrue.fun
AEXBTC www.aexbtc.com
ETH pjpxof.top
sears www.gx-sears.com
X-Tidex x-tidex.com
ANKR www.ankryzq.com
Coin Dapp www.geminone.com
Amazon zonsc.com
coinsbee coinsbee.q5h2p8.com
cigrouptop www.cigrouptop.com
lazada laza-dasg.cn
volatilbhil ff.volatilbhil.com
bravelyinlo www.bravelyinlo.com
Taxbit app.taxbita.com
Opix Partner partner.opixtech.live
藍灣國際 https://m.fh3999.com/
MELCO xhtd9517.com
PuJing www.pjeroenmey.com
wiauyifh www.wiauyifh.com
JASDEC www.jasdecceh.com
THE SHOP yamamthe.shop
ebay www.ebay8.vc
CS-Coin www.cscointw.com
bitveneyes bitveneyes.com
PoPMaxCrypto www.popmaxcrypto.asia
gmall www.gmall-tw.life/
Camel www.camelcra.com
亞邦國際律師事務所 yabang-law.com
世界新能源 solarenergywd.com
Technical Analysis流量推廣 gateam20100210.mystrikingly.com
中信集團CITIC Group cititwz.top
Felixo felixobv.com
OPS www.opsvrn.com
ANKR www.ankrmxe.com
Vanlian vanlianex.com
PNCEX cmmm0933.com
